facility_name,city,state,zip,phone,accepts_medicaid,accepts_medicare,accepts_private_insurance,accepts_self_pay_cash,state_financed_insurance,military_insurance,ihs_tribal_urban_funds,sliding_fee_scale,payment_assistance,affordability_tier
Sound — Lake City Way,Seattle,WA,98125,206-901-2000,False,True,False,True,True,False,False,False,False,Low Cost
Sound — Northgate,Seattle,WA,98133,206-910-2000,False,True,False,True,True,False,False,False,False,Low Cost
Sound — Tukwila East,Seattle,WA,98188,206-901-2000,False,True,False,True,True,False,False,False,False,Low Cost
Sound — Tukwila West,Seattle,WA,98188,206-901-2000,False,True,False,True,True,False,False,False,False,Low Cost
Sound Integrated Health LLC,Seattle,WA,98166,253-478-0827,False,False,True,True,False,False,False,True,True,Free/No Cost
Therapeutic Health Services — Rainier Branch,Seattle,WA,98118,206-323-0930 x1245,False,False,True,True,True,False,False,False,False,Low Cost
Therapeutic Health Services — Youth and Family Services,Seattle,WA,98144,206-322-7676,False,False,True,True,True,False,False,False,False,Low Cost
Ukrainian Community Center of WA,Seattle,WA,98178,425-430-8229,False,False,False,True,False,False,False,False,False,Medium Cost
University of Washington — Northwest,Seattle,WA,98133,206-668-1823,False,True,True,True,False,True,False,False,False,Medium Cost
VA Puget Sound Healthcare System — Seattle Division,Seattle,WA,98108,206-277-3318,False,True,True,True,True,False,False,False,False,Low Cost
Comprehensive Healthcare — Selah Evaluation and Treatment,Selah,WA,98942,509-225-6311,False,False,True,True,True,False,False,False,False,Low Cost
Behavioral Health Resources — Shelton,Shelton,WA,98584,360-426-1696,False,True,True,True,True,False,False,False,False,Low Cost
Community Youth Services,Shelton,WA,98584,360-918-7860,False,False,False,False,False,False,False,False,True,Free/No Cost
Consejo Counseling and Referral Servs,Shelton,WA,98584,206-461-4880,False,False,False,True,False,False,False,False,True,Free/No Cost
Northwest Resources II Inc — Shelton,Shelton,WA,98584,360-426-0890,False,True,True,True,True,False,False,True,False,Low Cost
Sound — Snoqualmie,Snoqualmie,WA,98065,206-901-2000,False,True,False,True,True,False,False,False,False,Low Cost
Catholic Charities of Eastern WA — Community Behavioral Health Services,Spokane,WA,99224,509-242-2308,False,False,True,True,False,False,False,False,False,Medium Cost
CPF Colonial,Spokane,WA,99201,509-327-9831,False,False,True,True,True,False,False,False,False,Low Cost
Eleanor Health,Spokane,WA,99212,509-508-0226,False,True,True,True,True,True,False,False,False,Low Cost
Excelsior Wellness Center,Spokane,WA,99208,509-559-3100,False,True,True,True,True,True,False,True,True,Free/No Cost
Frontier Behavioral Health,Spokane,WA,99206,509-838-4651,False,True,True,True,True,False,False,False,False,Low Cost
Frontier Behavioral Health,Spokane,WA,99202,509-838-4651,False,True,True,True,True,False,False,False,False,Low Cost
Frontier Behavioral Health — Argonne Road,Spokane,WA,99212,509-838-4651,False,True,True,True,True,False,False,False,False,Low Cost
Frontier Behavioral Health — Boone,Spokane,WA,99202,509-838-4651,False,True,True,True,True,False,False,False,False,Low Cost
Frontier Behavioral Health — Calispel Evaluation and Trt Facility,Spokane,WA,99201,509-838-4651,False,True,True,True,True,False,False,False,False,Low Cost
Frontier Behavioral Health — Child and Family Services,Spokane,WA,99202,509-838-4651,False,True,True,True,True,False,False,False,False,Low Cost
Frontier Behavioral Health — Cornerstone,Spokane,WA,99202,509-838-4651,False,True,True,True,True,False,False,False,False,Low Cost
Frontier Behavioral Health — Lidgerwood,Spokane,WA,99208,509-838-4651,False,True,True,True,True,False,False,False,False,Low Cost
Frontier Behavioral Health — Pacific Avenue,Spokane,WA,99202,509-838-4651,False,True,True,True,True,False,False,False,False,Low Cost
Frontier Behavioral Health — PACT,Spokane,WA,99202,509-838-4651,False,True,True,True,True,False,False,False,False,Low Cost
Frontier Behavioral Health — Raschko Elder Services,Spokane,WA,99217,509-838-4651,False,True,True,True,True,False,False,False,False,Low Cost
Frontier Behavioral Health — Stabilization Services,Spokane,WA,99201,509-838-4651,False,True,True,True,False,False,False,False,False,Medium Cost
Frontier Behavioral Health — Main/Mary Higgins Building,Spokane,WA,99202,509-838-4651,False,True,True,True,True,False,False,False,False,Low Cost
Inland Northwest Behavioral Hospital,Spokane,WA,99204,509-992-1888,False,True,True,True,True,True,False,False,False,Low Cost
Lutheran Community Services Northwest — Inland Northwest Office,Spokane,WA,99201,509-747-8224,False,False,True,True,False,False,False,True,False,Low Cost
Mann Grandstaff VA Medical Center — Substance Abuse Treatment Program,Spokane,WA,99205,509-434-7014 x7791,False,True,False,False,True,True,False,False,False,Low Cost
NATIVE Project,Spokane,WA,99201,509-325-5502,False,True,True,True,True,True,False,True,True,Free/No Cost
Oasis Health Services LLC,Spokane,WA,99212,509-381-6035,False,True,True,True,True,True,False,False,False,Low Cost
Partners with Families and Children,Spokane,WA,99201,509-473-4810,False,False,False,True,False,False,False,True,True,Free/No Cost
Passages Family Support,Spokane,WA,99224,509-892-9241,False,True,True,False,False,True,False,False,True,Free/No Cost
Spokane Treatment and Recovery Service — Karens House,Spokane,WA,99205,509-315-8682,False,False,False,False,False,False,False,False,False,Unknown
Sunshine Behavioral Health,Spokane,WA,99206,509-892-4342,False,True,True,True,True,False,False,False,False,Low Cost
Sunshine Terrace ARTF,Spokane,WA,99206,509-892-4342 x2106,False,True,True,True,True,False,False,False,False,Low Cost
Supported Education — Enhancing Rehabilitation (SEER),Spokane,WA,99217,509-533-8647,False,False,False,False,False,False,False,False,False,Unknown
Tamarack Center,Spokane,WA,99224,509-326-8100 x304,False,False,True,True,True,True,False,False,False,Low Cost
YFA Connections,Spokane,WA,99202,509-532-2000 x110,False,False,True,True,False,False,False,False,False,Medium Cost
Sunrise Services Inc — Stanwood,Stanwood,WA,98292,425-595-5200,False,True,False,True,False,False,False,True,False,Low Cost
Bayview Recovery,Tacoma,WA,98402,855-345-0744,False,False,True,True,False,False,False,False,False,Medium Cost
Casteele Williams and Associates — Comprehensive Behav Health/Main,Tacoma,WA,98444,253-536-2881,False,True,True,True,True,True,False,False,False,Low Cost
Catholic Community Services — Tacoma 14th Street,Tacoma,WA,98405,253-502-2603,False,False,False,False,False,False,False,False,False,Unknown
Center for Discovery — Tacoma,Tacoma,WA,98405,855-818-2029,False,False,True,True,False,False,False,False,False,Medium Cost
Comprehensive Life Resources — Adult Services,Tacoma,WA,98402,253-396-5800,False,True,True,False,False,True,False,True,True,Free/No Cost
MultiCare Behavioral Health — Adolescent Behavioral Health at TG,Tacoma,WA,98405,253-403-0360,False,True,True,False,True,True,False,False,False,Low Cost
RI International — CSU,Tacoma,WA,98424,253-942-5644,False,False,False,False,True,False,False,False,False,Low Cost
RI International — E and T,Tacoma,WA,98424,253-584-2300,False,False,False,False,True,False,False,False,False,Low Cost
Sea Mar Behavioral Health — Tacoma/Pierce County,Tacoma,WA,98405,253-396-1634,False,False,True,True,True,False,False,False,False,Low Cost
Sea Mar Behavioral Health for Homeless — Tacoma/Pierce County,Tacoma,WA,98405,253-280-9840,False,True,True,True,True,False,False,True,True,Free/No Cost
Sound Integrated Health LLC,Tacoma,WA,98409,253-478-0827,False,False,True,True,False,False,False,True,True,Free/No Cost
Tacoma BH Cushman — Integrated Care Clinic,Tacoma,WA,98405,253-289-9805,False,False,True,True,True,False,False,False,False,Low Cost
Wellfound Behavioral Health Hospital,Tacoma,WA,98405,253-301-5400,False,True,True,True,True,False,False,True,True,Free/No Cost
Columbia River Mental Health Services,Vancouver,WA,98661,360-993-3000,False,True,True,True,True,True,False,False,False,Low Cost
Columbia River Mental Health Services — Hazel Dell Clinic,Vancouver,WA,98665,360-579-9721,False,True,True,True,True,False,False,False,False,Low Cost
Columbia River Mental Health Services — Options Youth House,Vancouver,WA,98660,360-750-7033,False,True,True,True,True,False,False,False,False,Low Cost
Daybreak Youth Services — Vancouver Outpatient,Vancouver,WA,98684,360-750-9588,False,True,True,True,True,True,False,True,False,Low Cost
Family Solutions,Vancouver,WA,98682,360-695-1014,False,False,True,True,True,False,False,False,False,Low Cost
Lifeline Connections — Crisis Wellness Center,Vancouver,WA,98660,360-205-1222,False,False,True,True,True,True,False,True,False,Low Cost
Lifeline Connections — Main Campus,Vancouver,WA,98661,360-397-8246,False,False,True,True,True,True,False,True,False,Low Cost
Lifeline Connections — Orchards,Vancouver,WA,98682,360-984-5511,False,False,True,True,False,True,False,True,False,Low Cost
Real Life Community Behavioral,Vancouver,WA,98663,360-619-2226,False,False,True,True,True,False,False,True,True,Free/No Cost
Vashon Youth and Family Services,Vashon,WA,98070,206-463-5511 x223,False,True,False,True,True,False,False,False,False,Low Cost
VA Med/Jonathan M Wainwright Mem — SARRTP/PRRTP and Outpt Trt,Walla Walla,WA,99362,509-525-5200 x26288,False,True,True,True,False,False,False,False,True,Free/No Cost
American Behavioral Health Systems Inc — Parkside,Wenatchee,WA,98801,509-300-1221,False,False,True,True,True,False,False,True,False,Low Cost
Columbia Valley Community Health — Adult Behavioral Health,Wenatchee,WA,98801,509-662-6000,False,True,True,True,False,True,False,True,True,Free/No Cost
Columbia Valley Community Health — Childrens Behavioral Health,Wenatchee,WA,98801,509-662-6000,False,True,True,True,False,False,False,True,True,Free/No Cost
Columbia Valley Community Health — Main,Wenatchee,WA,98801,509-662-6000,False,True,True,True,False,True,False,True,True,Free/No Cost
Wenatchee CBOC (116) — VAMC/BHS,Wenatchee,WA,98801,509-434-7014,False,True,False,False,True,True,False,False,False,Low Cost
Catholic Charities Diocese of Yamika — Yakima D Street,Yakima,WA,98901,509-853-1300,False,True,True,True,True,True,False,True,True,Free/No Cost
Catholic Charities Serving Central WA — Yakima Main,Yakima,WA,98908,509-965-7100,False,True,True,True,True,True,False,True,True,Free/No Cost
Comprehensive Healthcare — Bridges Evaluation and Treatment,Yakima,WA,98902,509-469-2085,False,False,True,True,True,False,False,False,False,Low Cost
Comprehensive Healthcare — Pathways Adult Residential Treatment,Yakima,WA,98902,509-453-4301,False,True,True,True,True,True,False,False,False,Low Cost
Comprehensive Healthcare — Two Rivers Landing Evaluation and Trt,Yakima,WA,98902,509-469-3727,False,False,True,True,True,False,False,False,False,Low Cost
Sea Mar Community Health Center — Yelm Mental Health,Yelm,WA,98597,360-400-4860,False,False,True,True,True,False,False,True,True,Free/No Cost
FamilyCare Health Centers,Barboursville,WV,25504,304-757-6999,False,True,True,True,False,False,False,False,False,Medium Cost
Burlington United Methodist — Fam Servs/Beckley Center,Beckley,WV,25801,304-252-8508,False,False,False,False,False,False,False,False,False,Unknown
FMRS Health Systems Inc — Raleigh County Office,Beckley,WV,25801,304-256-7100,False,True,True,True,True,True,False,True,False,Low Cost
KVC West Virginia,Beckley,WV,25801,304-927-0015,False,False,False,False,True,False,False,False,False,Low Cost
Appalachian Community Hlth Ctr Inc — Barbour County Office Adult Services,Belington,WV,26250,304-823-3873,False,True,True,True,True,True,False,False,False,Low Cost
Eastridge Health Systems — Morgan County Office,Berkeley Springs,WV,25411,304-258-2889,False,True,True,True,True,True,False,True,False,Low Cost
Shenandoah Community Health,Berkeley Springs,WV,25411,304-263-7023,False,True,True,True,True,True,False,True,False,Low Cost
Princeton Community Hospital — Behav Health Pavilion of the Virginias,Bluefield,WV,24701,304-325-4673,False,True,True,True,True,True,False,False,False,Low Cost
KVC West Virginia,Branchland,WV,25506,304-824-3244,False,False,False,False,False,False,False,False,False,Unknown
Appalachian Community Hlth Ctr Inc — Upshur County Office Adult Services,Buckhannon,WV,26201,304-636-3232 x202,False,True,True,True,True,True,False,False,False,Low Cost
United Summit Center — Healthy Minds Upshur County,Buckhannon,WV,26201,304-623-5661 x18250,False,True,True,True,True,True,False,True,True,Free/No Cost
Burlington United Methodist — Fam Servs/Collins Clinical Building,Burlington,WV,26710,304-289-6010,False,False,False,False,False,False,False,False,False,Unknown
Charleston Area Medical Center — General Hospital,Charleston,WV,25301,304-388-3459,False,True,True,True,True,True,False,False,False,Low Cost
Chesapeake Healthcare Center,Charleston,WV,25315,304-220-2111,False,True,True,True,False,False,False,False,False,Medium Cost
Counseling Connection,Charleston,WV,25301,304-340-3676,False,False,True,True,False,False,False,True,False,Low Cost
FamilyCare Health Centers,Charleston,WV,25387,304-757-6999,False,True,True,True,False,False,False,False,False,Medium Cost
KVC West Virginia,Charleston,WV,25311,304-532-4840,False,False,False,False,False,False,False,False,False,Unknown
Road to Wellness,Charleston,WV,25306,304-928-5144,False,True,True,True,True,False,False,False,False,Low Cost
Union Mission Addiction Recovery Prog,Charleston,WV,25304,304-925-0366,False,False,True,True,False,False,False,False,True,Free/No Cost
Wise Path Recovery Centers,Charleston,WV,25304,866-860-9772,False,False,True,True,True,False,False,False,False,Low Cost
Shenandoah Community Health,Charles Town,WV,25414,304-728-3716,False,True,True,True,True,True,False,True,False,Low Cost
Family Care Ministries Freedom Home,Chester,WV,26034,304-459-3728,False,False,False,True,False,False,False,False,True,Free/No Cost
Highland/Clarksburg Hospital,Clarksburg,WV,26301,304-969-3100,False,True,True,True,True,True,False,False,False,Low Cost
United Summit Center — Healthy Minds Clarksburg,Clarksburg,WV,26301,304-623-5661,False,True,True,True,True,True,False,True,True,Free/No Cost
Veterans Affairs Medical Center — Substance Abuse Services,Clarksburg,WV,26301,304-623-3461,False,False,True,True,False,True,False,False,False,Medium Cost
Prestera Health Services,Danville,WV,25053,304-525-7851 x1911,False,True,True,True,True,True,False,True,False,Low Cost
Appalachian Community Hlth Center,Elkins,WV,26241,304-636-3232,False,True,True,True,True,True,False,False,False,Low Cost
