id,org,street,city,state,zip,context
,,,,,,1326609231	Cleveland Clinic 9500 Euclid Avenue/Na- 23		Cleveland	OH	441950001	US	2164442200
,,,,,,1659932341	2950 Cleveland Clinic Blvd		Weston	FL	333313625	US	9546595000
,,,,,,1013578699	Cleveland Clinic 9500 Euclid Avenue/Na-23		Cleveland	OH	441950001	US	2164442200
,,,,,,"1417519349	""618th Dental Co, Carius Dental Clinic""	BLDG# P3020 ATTN: Credentials Office	APO	AP	962715245	US	2539684079"
,,1801458740	Fairfield Pediatrics- Community Health NW Fl	1295 W Fairfield Drive	Pensacola,,FL,32501,1801458740	Fairfield Pediatrics- Community Health NW Fl	1295 W Fairfield Drive	Pensacola	FL	32501	US	8509417841		8503320155
,,,,,,1558923300	3501 Health Center Blvd Ste 2120		Estero	FL	341358128	US	2394954390		2393434083
,,,,,,1194387852	Cleveland Clinic 9500 Euclid Avenue/Na-23		Cleveland	OH	441950001	US	2164442200		2164442397
,,,,,,1104488865	1000 Health Center Dr		Mattoon	IL	619384644	US	2172582141		2172582336
,,,,,,1396307997	3601 The Vanderbilt Clinic		Nashville	TN	372323853	US	6153225000
,,,,,,1336701846	Cleveland Clinic 9500 Euclid Avenue/Na-23		Cleveland	OH	441950001	US	2164442200
,,,,,,1104488626	3601 The Vanderbilt Clinic		Nashville	TN	372326503	US	6153223000
,,,,,,1376105783	33300 Cleveland Clinic Blvd		Avon	OH	440111172	US	9549903071
,,,,,,1548812449	Cleveland Clinic 9500 Euclid Avenue/Na-23		Cleveland	OH	441950001	US	2164442200
,"1093368110 ""Mental Health Clinic, 90th OMRS"" FE Warren Clinic FE Warren",,AFB,WY,82005,"1093368110	""Mental Health Clinic, 90th OMRS""	FE Warren Clinic	FE Warren AFB	WY	82005	US	3077734337"
,,,,,,1386297364	200 Health Center Dr		Union	WV	249838442	US	3047723064
,,1154974897	2049 E 100th St A Building	Cleveland Clinic Orthopaedic and Rheumatology Institute	Cleveland,,OH,44106,1154974897	2049 E 100th St A Building	Cleveland Clinic Orthopaedic and Rheumatology Institute	Cleveland	OH	44106	US	2164442200
,,,,,,1346893963	1445 Health Center Pkwy		Yukon	OK	730996492	US	4055789770		4052652929
,,,,,,1477107290	214 Clinic Dr		Donaldsonville	LA	703464309	US	2257655500		2254734406
,,,,,,1932753647	618th Dental CO	Carius Dental Clinic BLDG P3020 ATTN: Credentials Offic	APO	AP	962715245	US	3157579186
,,1972159515	LaFlamme Dental Clinic	Ardennes St	Fort Bragg,,NC,28307,1972159515	LaFlamme Dental Clinic	Ardennes St	Fort Bragg	NC	28307	US	9104328170
,,,,,,1275189599	2950 Cleveland Clinic Blvd		Weston	FL	333313609	US	9546595000
,,,,,,1477109692	Cleveland Clinic 9500 Euclid Avenue/Na23		Cleveland	OH	441955902	US	2164442200
,,1194372532	150 Clinic Ave Ste 202		Carrollton,,GA,30117,1194372532	150 Clinic Ave Ste 202		Carrollton	GA	30117	US	7708346988		7708341090
,,,,,,1194372532	157 Clinic Ave Ste 302A		Carrollton	GA	301174454	US	7708346302		7708347660
,,,,,,1649828286	24411 Health Center Dr Ste 200		Laguna Hills	CA	926533633	US	9498295500
,,,,,,1073161329	3075 Health Center Dr Ste 101		San Diego	CA	921232773	US	8589393831		8586362901
,,,,,,1659929511	3601 The Vanderbilt Clinic		Nashville	TN	372320005	US	6153432366
,,1396394904	Espirt Health Clinic	309 South Central Ave	Sidney,,MT,59270,1396394904	Espirt Health Clinic	309 South Central Ave	Sidney	MT	59270	US	4064885000		8447661639
,,,,,,1871143883	3075 Health Center Dr Ste 403		San Diego	CA	921232773	US	8582789900
,,,,,,1134779036	33300 Cleveland Clinic Blvd		Avon	OH	440111172	US	4406955000
,,1922658087	Charles B. Wang Community Health Center 136-26 37th Ave		Flushing,,NY,11354,1922658087	Charles B. Wang Community Health Center 136-26 37th Ave		Flushing	NY	11354	US	7188867373		7186616035
,,,,,,1982255501	Harvard Street Neighborhood Health Center	632 Blue Hill Avenue	Dorchester	MA	2121	US	6178253400
,,,,,,1831730084	1000 Health Center Dr		Mattoon	IL	619384644	US	2172384325		2172384290
,,,,,,1437790029	3601 The Vanderbilt Clinic		Nashville	TN	372320004	US	6159362000
,,,,,,1144861626	Marshfield Clinic	1000 N Oak Avenue	Marshfield	WI	544495703	US	7153875511
,,,,,,1902448772	Compass Health Center	2500 W Bradley Place #100	Chicago	IL	606186062	US	5139673811
,,1144864208	Ridgeview Arlington Clinic	601 W ChandlerSt	Arlington,,MN,55307,1144864208	Ridgeview Arlington Clinic	601 W ChandlerSt	Arlington	MN	55307	US	5079642271
,,,,,,1154966299	3601 The Vanderbilt Clinic		Nashville	TN	372326851	US	6159362000
,,,,,,1831735349	Vilseck Dental Clinic		APO	AE	91120911	US	3145905136
,,1285270009	Butts Army Airfield Medical Clinic	3524 Airfield Rd	Fort Carson,,CO,80902,1285270009	Butts Army Airfield Medical Clinic	3524 Airfield Rd	Fort Carson	CO	80902	US	7209351437
,,,,,,1134766975	3601 The Vanderbilt Clinic		Nashville	TN	372324701	US	6153223000
,,,,,,1639716335	Cleveland Clinic 9500 Euclid Avenue/Na-23		Cleveland	OH	441950001	US	2164442200
,,1649818568	9508 Artz Road	Beaver River School Based Clinic	Beaver Falls,,NY,13305,1649818568	9508 Artz Road	Beaver River School Based Clinic	Beaver Falls	NY	13305	US	3153463306		3153466005
,,,,,,1083252332	Cleveland Clinic 9500 Euclid Avenue/Na-23		Cleveland	OH	441950001	US	2164442200
,"1972141034 ""1365 Clifton Road, NE"" Clinic C",,Atlanta,GA,30322,"1972141034	""1365 Clifton Road, NE""	Clinic C	Atlanta	GA	30322	US	4047781900"
,,1467092379	Mercyhealth Mulford Clinic	5970 Churchview drive	Rockford,,IL,61107,1467092379	Mercyhealth Mulford Clinic	5970 Churchview drive	Rockford	IL	61107	US	8159718990	1	8159719978
,,,,,,1528608403	Ucla Speech Clinic 200 Medical Plaza Suite 540		Los Angeles	CA	900950001	US	3108258551		3102062331
,,,,,,1407496946	Boston Children's Headache Clinic	9 Hope Avenue	Waltham	MA	2453	US	6173556388
,,1285274464	715 Clinic Drive		West Lafayette,,IN,47907,1285274464	715 Clinic Drive		West Lafayette	IN	47907	US
,,,,,,1801426192	24451 Health Center Dr		Laguna Hills	CA	926533689	US	9498374500
,,,,,,1487287793	1004 Health Center Dr Ste 210		Mattoon	IL	619384608	US	2172384961		2172384962
,,,,,,1295368207	1000 Health Center Dr		Mattoon	IL	619384644	US	2172582440		2172582186
,,,,,,1952935389	721 Clinic Dr # A		Tyler	TX	757012043	US	5185960055
,,,,,,1063047637	Mayo Clinic - Rochester 200 First Street SW		Rochester	MN	559050001	US	5072842511
,,1396370185	GME General Surgery Clinic 5321 S. McColl Road		Edinburg,,TX,78539,1396370185	GME General Surgery Clinic 5321 S. McColl Road		Edinburg	TX	78539	US	9563623571
,,,,,,1801422654	3601 The Vanderbilt Clinic		Nashville	TN	372328104	US	6153225000
,,,,,,1174159198	3601 The Vanderbilt Clinic		Nashville	TN	372322696	US	6153223000
,,1891322780	1200 North State Street Clinic Tower	Suite A7D	Los Angeles,,CA,90033,1891322780	1200 North State Street Clinic Tower	Suite A7D	Los Angeles	CA	90033	US	3234097556
,,1003443904	Cleveland Clinic Indian River Hospital	1000 36th St	Vero Beach,,FL,32960,1003443904	Cleveland Clinic Indian River Hospital	1000 36th St	Vero Beach	FL	32960	US	7725674311
,"1609403484 1200 N State St ""Clinic Tower, Suite A7D"" Los",,Angeles,CA,90033,"1609403484	1200 N State St	""Clinic Tower, Suite A7D""	Los Angeles	CA	90033	US"
,,,,,,1306473012	Community Mental Health Center at Cape Fear Valley	711 Executive Pl Fl 4	Fayetteville	NC	283045193	US	9106153333		9106159863
,,,,,,1053948497	3601 The Vanderbilt Clinic		Nashville	TN	372323134	US	6153225000
,,,,,,1346877768	1000 Health Center Dr		Mattoon	IL	619384644	US	2172582551		2172582256
,,,,,,1851928311	1200 N State Street Clinic Tower	Suite A7D	Los Angeles	CA	900331029	US	3234097556
,,,,,,1366079568	1200 N State Street Clinic Tower	Suite A7D	Los Angeles	CA	900331029	US	3234097556
,,,,,,1255968368	Zufall Health Center	18 West Blackwell Street	Dover	NJ	7801	US	9733289100
,,,,,,1689201865	1200 N State Street Clinic Tower	Suite A7D	Los Angeles	CA	900331029	US	3234097556
,,,,,,1134756224	1200 N State Street Clinic Tower	Suite A7D	Los Angeles	CA	900331029	US	3234097556
,,,,,,1891322988	Kedren Community Health Center 4211 Avalon BLVD		Los Angeles	CA	900115622	US	3474759648
,,,,,,1902434830	200 Clinic Dr # 3		Madisonville	KY	424311661	US	8124777246		2705548987
,,,,,,1790312783	1200 N State Street Clinic Tower	Suite A7D	Los Angeles	CA	900331029	US	3234095555
,,,,,,1962030940	1200 N State Street Clinic Tower	Suite A7D	Los Angeles	CA	900331029	US	3234097556
,,,,,,1598393506	Cleveland Clinic 9500 Euclid Ave		Cleveland	OH	441951208	US	4403124500
,,1851929731	Central Clinic	311 Albert Sabin Way	Cincinnati,,OH,45229,1851929731	Central Clinic	311 Albert Sabin Way	Cincinnati	OH	45229	US	5135585825		5135588838
,,1093343899	OhioHealth Doctors Hospital Community Medicine Clinic	50 Old Village Road	Columbus,,OH,43228,1093343899	OhioHealth Doctors Hospital Community Medicine Clinic	50 Old Village Road	Columbus	OH	43228	US	6145441976		6145441981
,,,,,,1447888243	Marshfield Clinic	1000 N Oak Ave	Marshfield	WI	544495703	US	7153875511
,,,,,,1174151856	3601 The Vanderbilt Clinic		Nashville	TN	372324141	US	6153225000
,,,,,,1245868629	3601 The Vanderbilt Clinic		Nashville	TN	372329064	US	6153223000
,,,,,,1659909760	Marshfield Clinic	1000 N Oak Ave	Marshfield	WI	544495703	US	7153875511
,,,,,,1841829819	Integris Bass Baptist Health Center 600 S. Monroe St.		ENID	OK	737017211	US	5802332300		8882206560
,,,,,,1467081380	2950 Cleveland Clinic Blvd		Weston	FL	333313609	US	9546595000
,,1033748934	Cleveland Clinic	9500 Euclid Avenue/NA-23	Cleveland,,OH,44195,1033748934	Cleveland Clinic	9500 Euclid Avenue/NA-23	Cleveland	OH	44195	US	2164442200
,,,,,,1740819465	Cleveland Clinic 9500 Euclid Avenue/Na-23		Cleveland	OH	441950001	US	2164442200
,,1215566955	Cleveland Clinic	9500 Euclid Avenue NA-23	Cleveland,,OH,44195,1215566955	Cleveland Clinic	9500 Euclid Avenue NA-23	Cleveland	OH	44195	US	2164442200
,,,,,,1841829413	1200 N State Street Clinic Tower	Suite A7D	Los Angeles	CA	900331029	US	3234097556
,,,,,,"1588293153	Branch Health Clinic Iwakuni		Iwakuni	""FPO, AP, Japan""	96310	JP	2483768153"
,,1033748520	Cleveland Clinic	9500 Euclid Avenue/NA-23	Cleveland,,OH,44195,1033748520	Cleveland Clinic	9500 Euclid Avenue/NA-23	Cleveland	OH	44195	US	2164442200
,,,,,,1700415304	Cleveland Clinic 9500 Euclid Avenue/Na-23		Cleveland	OH	441950001	US	2164442200
,,,,,,1902435258	Cleveland Clinic 9500 Euclid Avenue		Cleveland	OH	441950001	US	2164442200
,,1902435258	Lakewood Family Health Center	14601 Detroit Avenue	Lakewood,,OH,44107,1902435258	Lakewood Family Health Center	14601 Detroit Avenue	Lakewood	OH	44107	US	2162375500
,,,,,,1841829124	200 Clinic Dr		Madisonville	KY	424311661	US	2708256690		2708257266
,,,,,,1154950434	200 Clinic Dr		Madisonville	KY	424311661	US	2708256690		2708257266
,,,,,,1851920193	3601 The Vanderbilt Clinic		Nashville	TN	372324600	US	6153225000
,,,,,,1215566450	Cleveland Clinic 9500 Euclid Avenue/Na-23		Cleveland	OH	441950001	US	2164442200
,,,,,,1982223160	3601 The Vanderbilt Clinic		Nashville	TN	372324600	US	6153223000
,,,,,,1265051429	Cleveland Clinic 9500 Euclid Avenue/Na-23		Cleveland	OH	441950001	US	2164442200
,,,,,,1659990851	3601 The Vanderbilt Clinic		Nashville	TN	372325356	US	6159360605
,"1679192710 300 Halket Street ""Outpatient Clinic, Zero Level""",,Pittsburgh,PA,15213,"1679192710	300 Halket Street	""Outpatient Clinic, Zero Level""	Pittsburgh	PA	15213	US	4126414455"
,,,,,,1114546231	1301 Medical Center Dr	3930 The Vanderbilt Clinic	Nashville	TN	372325400	US	6159360060		6159360223
,,,,,,1487273496	3601 The Vanderbilt Clinic		Nashville	TN	372327237	US	6153223000
,,1699394619	601 Elmwood Ave	AC-5 General Medicine Clinic 696	Rochester,,NY,14642,1699394619	601 Elmwood Ave	AC-5 General Medicine Clinic 696	Rochester	NY	14642	US	5852755681		5852731041
,,,,,,1205455235	1301 Medical Center Drive	3930 The Vanderbilt Clinic	Nashville	TN	372325400	US	6159360060		6159360223
,,,,,,1235758244	2950 Cleveland Clinic Blvd		Weston	FL	333313625	US	9546595000
,,,,,,1043839905	Cleveland Clinic 9500 Euclid Avenue/Na-23		Cleveland	OH	441950001	US	2164442200
,,,,,,1336768282	3601 The Vanderbilt Clinic		Nashville	TN	372323164	US	6153225000
,,1942829924	601 Elmwood Ave	AC-5 General Medicine Clinic 696	Rochester,,NY,14642,1942829924	601 Elmwood Ave	AC-5 General Medicine Clinic 696	Rochester	NY	14642	US	5852755681		5852731041
,,,,,,1669091658	Cleveland Clinic 9500 Euclid Avenue/Jj24		Cleveland	OH	441954412	US	2164442200
,,,,,,1295354280	3601 The Vanderbilt Clinic		Nashville	TN	372327237	US	6153223000
,"1790304657	""Advocate Internal Medicine Clinic, Advocate Illinois Ma""",836 West Wellington Avenue	Chicago,"Advocate Illinois Ma""	836 West Wellington Avenue	Chicago",IL,60657,"1790304657	""Advocate Internal Medicine Clinic, Advocate Illinois Ma""	836 West Wellington Avenue	Chicago	IL	60657	US	7732965424"
,,,,,,1285253153	Cleveland Clinic 9500 Euclid Avenue/Na-23		Cleveland	OH	441950001	US	2164442200
,,,,,,1740809227	3601 The Vanderbilt Clinic		Nashville	TN	372320004	US	6153223000
,,,,,,1932728284	2950 Cleveland Clinic Blvd		Weston	FL	333313609	US	9546595000
,,,,,,1437779410	Wasatch Homeless Healthcare Fourth Street Clinic	409 West 400 South	Salt Lake City	UT	841131103	US	8019833671	1393
,,,,,,1922628684	1200 N State St	Clinic Tower - A7D	Los Angeles	CA	900891001	US	3234091000
,,1114547775	UNC Children's Primary Care Clinic 1512 E. Franklin St.	Suite 100	Chapel Hill,,NC,27514,1114547775	UNC Children's Primary Care Clinic 1512 E. Franklin St.	Suite 100	Chapel Hill	NC	27514	US	9849746669		9849749609
,"1033739586 UNC Children's Primary Care Clinic ""1512 E. Franklin Street, Suite 100"" Chapel",,Hill,NC,27514,"1033739586	UNC Children's Primary Care Clinic	""1512 E. Franklin Street, Suite 100""	Chapel Hill	NC	27514	US	9849746669		9849749609"
,,1285254748	10701 East Boulevard	Optometry Clinic	Cleveland,,OH,44106,1285254748	10701 East Boulevard	Optometry Clinic	Cleveland	OH	44106	US	2167913800	63902
,,,,,,"1528688959	Burgdorf Clinic	""131 Coventry Street, 2nd Floor""	Hartford	CT	6112	US	8607143690		8607148541"
,,,,,,1013538362	2950 Cleveland Clinic Blvd		Weston	FL	333313609	US	9546595000
,,,,,,1215559695	Ablett Village Health Clinic	307 Ablett Village	Camden	NJ	8105	US	8562252983
,,1689296477	Internal Medicine Clinic	876 West Faris Road	Greenville,,SC,29605,1689296477	Internal Medicine Clinic	876 West Faris Road	Greenville	SC	29605	US	8644555648		8644554331
,,1396368924	Kayenta Health Center	HWY 160 M.P. 394.3	Kayenta,,AZ,86033,1396368924	Kayenta Health Center	HWY 160 M.P. 394.3	Kayenta	AZ	86033	US	9286974000
,,1992328470	Kayenta Health Center	HWY 160 M.P. 394.3	Kayenta,,AZ,86033,1992328470	Kayenta Health Center	HWY 160 M.P. 394.3	Kayenta	AZ	86033	US	9286974000
,,,,,,1982227567	Cleveland Clinic 9500 Euclid Avenue/Na23		Cleveland	OH	441950001	US	2164442200
,,1659994127	Kayenta Health Center	HWY 160 M.P. 394.3	Kayenta,,AZ,86033,1659994127	Kayenta Health Center	HWY 160 M.P. 394.3	Kayenta	AZ	86033	US	9286974000
,,,,,,1740803113	615 Clinic Dr		Longview	TX	756055172	US	9032123105
,,,,,,1033732433	1515 Locust Street First Floor Mercy Health Clinic		Pittsburgh	PA	152195114	US	4126475815
,,1477176576	4201 St Antoine Street	University Health Center - 8C	Detroit,,MI,48201,1477176576	4201 St Antoine Street	University Health Center - 8C	Detroit	MI	48201	US	7349047773
,,1396368304	4201 St. Antoine	University Health Center - 8C	Detroit,,MI,48201,1396368304	4201 St. Antoine	University Health Center - 8C	Detroit	MI	48201	US	3137451302
,,1003439985	Kayenta Health Center	HWY 160 M.P. 394.3	Kayenta,,AZ,86033,1003439985	Kayenta Health Center	HWY 160 M.P. 394.3	Kayenta	AZ	86033	US	4062105629
,,1063035988	Kayenta Health Center	Hwy 160 M.P. 394.3	Kayenta,,AZ,86033,1063035988	Kayenta Health Center	Hwy 160 M.P. 394.3	Kayenta	AZ	86033	US	9286974000
,,,,,,1265055008	3601 The Vanderbilt Clinic		Nashville	TN	372320001	US	6153225000
,,,,,,1205450897	120 Health Center Dr		Ahoskie	NC	279108161	US	2523323548
,,,,,,1205450897	120 Health Center Dr		Ahoskie	NC	279108161	US	2523323548
,,,,,,1922622174	3601 The Vanderbilt Clinic		Nashville	TN	372323002	US	6159362000
,,1619591674	Kayenta Health Center	HWY 160 M.P. 394.3	Kayenta,,AZ,86033,1619591674	Kayenta Health Center	HWY 160 M.P. 394.3	Kayenta	AZ	86033	US	9286974000
,,1063036028	Kayenta Health Center	HWY 160 M.P 394.3	kayenta,,AZ,86033,1063036028	Kayenta Health Center	HWY 160 M.P 394.3	kayenta	AZ	86033	US	9286974000
,,1972128775	Kayenta Health Center	HWY 160 MP 394.3	Kayenta,,AZ,86033,1972128775	Kayenta Health Center	HWY 160 MP 394.3	Kayenta	AZ	86033	US	9286974000
,,1528683042	KAYENTA HEALTH CENTER	HWY 160 M.P. 394.3	KAYENTA,,AZ,86033,1528683042	KAYENTA HEALTH CENTER	HWY 160 M.P. 394.3	KAYENTA	AZ	86033	US	9286974000
,,1972128494	Kayenta Health Center	Hwy 160 Mile post 394.3	Kayenta,,AZ,86033,1972128494	Kayenta Health Center	Hwy 160 Mile post 394.3	Kayenta	AZ	86033	US	9286974000
,,1679199210	1005 Dr D B Todd Jr	3rd floor GPR clinic	nashville,,TN,37208,1679199210	1005 Dr D B Todd Jr	3rd floor GPR clinic	nashville	TN	37208	US	5049751019
,,,,,,1336765999	2950 Cleveland Clinic Blvd		Weston	FL	333313609	US	9546595000
,,1477179869	Robinson Clinic	1722 Tagatay Dr	Fort Bragg,,NC,23807,1477179869	Robinson Clinic	1722 Tagatay Dr	Fort Bragg	NC	23807	US	9109078282
,,1144846247	Robinson Health Clinic	1722 Tagaay Dr.	Fort Bragg,,NC,28307,1144846247	Robinson Health Clinic	1722 Tagaay Dr.	Fort Bragg	NC	28307	US	9109078282
,,1053938001	Kayenta Health Center	HWY 160 M.P. 394.3	Kayenta,,AZ,86033,1053938001	Kayenta Health Center	HWY 160 M.P. 394.3	Kayenta	AZ	86033	US	9286974000
,,1407473465	Kayenta Health Center	HWY 160 M.P. 394.3	Kayenta,,AZ,86033,1407473465	Kayenta Health Center	HWY 160 M.P. 394.3	Kayenta	AZ	86033	US	9286974000
,,1417574468	Kayenta Health Center	Highway 160 M.P. 394.3	Kayenta,,AZ,86033,1417574468	Kayenta Health Center	Highway 160 M.P. 394.3	Kayenta	AZ	86033	US	9286974000
,,1487271441	Kayenta Health Center	HWY 160 M.P. 394.3	Kayenta,,AZ,86033,1487271441	Kayenta Health Center	HWY 160 M.P. 394.3	Kayenta	AZ	86033	US	9286974000
,,,,,,1437776424	Lahey Clinic 41 Mall Road		Burlington	MA	18050001	US	3098466143
,,1306463708	Kayenta Health Center	HWY 160 M.P. 394.3	Kayenta,,AZ,86033,1306463708	Kayenta Health Center	HWY 160 M.P. 394.3	Kayenta	AZ	86033	US	9296974000
,,,,,,1063030500	Kunsan AB Dental Clinic		APO	AP	962640007	US	9097648408
,,,,,,1669090023	3601 The Vanderbilt Clinic		Nashville	TN	372322028	US	6153223000
,,1154939122	Kayenta Health Center	HWY 160 M.P. 394.3	Kayenta,,AZ,86033,1154939122	Kayenta Health Center	HWY 160 M.P. 394.3	Kayenta	AZ	86033	US	9286974000
,,,,,,1205444767	Cleveland Clinic 9500 Euclid Avenue/Jj24		Cleveland	OH	441950001	US	2164442200
,,,,,,1093323420	157 Clinic Ave Ste 201		Carrollton	GA	301174454	US	7702142800		7702142803
,,,,,,1629686985	715 Clinic Dr		West Lafayette	IN	479072122	US	7654943820
,,,,,,1861001570	2950 Cleveland Clinic Blvd		Weston	FL	333313625	US	9546595000
,,,,,,1609487065	200 Clinic Dr Fl 6		Madisonville	KY	424311661	US	8124777246		8124777240
,,,,,,"1790396968	14445 Olive View Dr	""Clinic P, Exam Room 1-6""	Sylmar	CA	913421437	US	7472103300		7472103044"
,,,,,,1790396968	14445 OLIVE VIEW DR	Clinic C Exam Room 1-11	Sylmar	CA	913421437	US	7472103300		7472103044
,,,,,,"1437760600	7515 Van Nuys Blvd	""Specialty/Women's Clinic Rms 332, 333, 336, 337""	Van Nuys	CA	914051949	US	8186273050"
,,1114530292	Kayenta Health Center	Hwy 160 M.P. 394.3	Kayenta,,AZ,86033,1114530292	Kayenta Health Center	Hwy 160 M.P. 394.3	Kayenta	AZ	86033	US	9286974000
,,,,,,1386258804	100 Everett Ave	MGH Chelsea Health Center	Chelsea	MA	21502309	US	6178848300
,,1891309175	2670 Flecher Pkwy	CVS Minute Clinic	El Cajon,,CA,92020,1891309175	2670 Flecher Pkwy	CVS Minute Clinic	El Cajon	CA	92020	US	6194614411
,,,,,,1477167799	2950 Cleveland Clinic Blvd		Weston	FL	333313609	US	7725674311
,,1306450390	Clinic #4507	103 JESSE JEWELL PKWY SW	GAINESVILLE,,GA,30501,1306450390	Clinic #4507	103 JESSE JEWELL PKWY SW	GAINESVILLE	GA	30501	US	7705363441
,,,,,,1184230161	740 S Limestone J107 Uk Pre-Operative Assessment Clinic		Lexington	KY	405364082	US	8593236950
