org,street,city,state,zip,affordable,score
" ""BAPTIST HEALTH DEACONESS MADISONVILLE, INC.""",900 Hospital Dr Madisonville,"INC."" 900 Hospital Dr Madisonville",KY,42431-1694,False,0
" ""FIVE-TOWN HEALTH ALLIANCE, INC."" ""61 Pine St, Ste 400""",,Bristol,VT,05443-1043,False,0
, DALLAS COUNTY HOSPITAL DISTRICT 5200 Harry Hines Blvd Dallas,,TX,75235-7709,False,0
, UNIVERSITY OF WYOMING 1000 E University Ave Laramie,,WY,82071-,False,0
, CITY OF NEW YORK 42-09 28th St Long Island City,,NY,11101,False,0
, AFFINIA HEALTHCARE 1717 Biddle St Saint Louis,,MO,63106-3454,False,0
" ""CLINICAS DE SALUD DEL PUEBLO, INC""",852 E Danenberg Dr El Centro,"INC"" 852 E Danenberg Dr El Centro",CA,92243-8517,False,0
, SOUTHERN DOMINION HEALTH 1508 K V Rd Victoria,,VA,23974-2624,False,0
" ""TRI-MED FAMILY CARE, INC.""",6120 Alabama Hwy Ringgold,"INC."" 6120 Alabama Hwy Ringgold",GA,30736-2804,False,0
, SOUTH DAKOTA STATE UNIVERSITY Campanile Ave Brookings,,SD,57006-1587,False,0
, OHIO HILLS HEALTH SERVICES 101 E Main St Barnesville,,OH,43713-1005,False,0
, DAKOTA CHILD & FAMILY CLINIC 2530 Horizon Dr Burnsville,,MN,55337-3091,False,0
, HACKLEY COMMUNITY CARE CENTER INC 2700 Baker St Muskegon,,MI,49444-2157,False,0
" ""PRIMARY CARE OF SOUTHWEST GEORGIA, INC.""",360 College St Blakely,"INC."" 360 College St Blakely",GA,39823-2554,False,0
, FAMILY AND MEDICAL COUNSELING SERVICE INC Martin Luther King Jr Ave Se Washington,,DC,20020-7024,False,0
, THE JOHNS HOPKINS UNIVERSITY 3400 N Charles St Baltimore,,MD,21218-2696,False,0
, INFINITY HEALTH 302 NE 14th St Leon,,IA,50144-1206,False,0
, HUMAN SERVICES VERMONT AGENCY OF 280 State Dr Waterbury,,VT,05676-1598,False,0
, UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT HOUSTON 7000 Fannin St FL 9 Houston,,TX,77030-3870,False,0
" ""Austin, City of""",7201 Levander Loop Austin,"City of"" 7201 Levander Loop Austin",TX,78702-5102,False,0
, EAST CENTRAL DISTRICT HEALTH DEPARTMENT 4321 41st Ave Columbus,,NE,68601-2131,False,0
" ""PRIMARY CONNECTION HEALTHCARE, INC""",1810 N 2nd St Wausau,"INC"" 1810 N 2nd St Wausau",WI,54403-3492,False,0
, OUTSIDE IN 1132 SW 13th Ave Portland,,OR,97205-1703,False,0
, UNIVERSITY OF CALIFORNIA IRVINE 160 ALDRICH HALL Irvine,,CA,92697-0001,False,0
, WATTS HEALTHCARE CORP 10300 Compton Ave Los Angeles,,CA,90002-3628,False,0
" Puerto Rico Department of Health ""Edificio A, Antiguo Hospital Psiquistria, Calle Periferal, Bo. Monacillos"" San",,Juan,PR,00935-0001,False,0
, SOUTHEAST MISSOURI HEALTH NETWORK 6738 State Highway 77 Benton,,MO,63736-8238,False,0
" ""ORANGE COUNTY, FLORIDA""",201 S Rosalind Ave Orlando,"FLORIDA"" 201 S Rosalind Ave Orlando",FL,32801-3591,False,0
" ""PINNACLE TREATMENT CENTERS, INC"" ""1317 Route 73, Suite 200"" Mount",,Laurel,NJ,08054-2202,False,0
" ""AIDS MINISTRIES/AIDS ASSIST OF NORTH INDIANA, INC.""",201 S William St South Bend,"INC."" 201 S William St South Bend",IN,46601-2515,False,0
" ""Greater Impact, Inc.""",2595 Simmental Way Bozeman,"Inc."" 2595 Simmental Way Bozeman",MT,59715-7241,False,0
" ""PIEDMONT ACCESS TO HEALTH SERVICES, INC.""",705 Main St Danville,"INC."" 705 Main St Danville",VA,24541-1803,False,0
" COLORADO COMMUNITY MANAGED CARE NETWORK ""1212 S Broadway, Suite 200""",,Denver,CO,80210-1583,False,0
" ""HEALTHCARE CHOICES NY, INC.""",6209 16th Ave Brooklyn,"INC."" 6209 16th Ave Brooklyn",NY,11204-2702,False,0
, BOARD OF REGENTS OF THE UNIVERSITY OF NEBRASKA 2200 Vine St Lincoln,,NE,68503-2427,False,0
" ""BALTIMORE MEDICAL SYSTEM, INC.""",5525 Eastern Ave Baltimore,"INC."" 5525 Eastern Ave Baltimore",MD,21224-2725,False,0
, GENESIS HEALTHCARE SYSTEM 2951 Maple Ave Zanesville,,OH,43701-1406,False,0
, SAN BENITO HEALTH FOUNDATION 351 Felice Dr Hollister,,CA,95023-3361,False,0
, FOUNDCARE 2330 S Congress Ave West Palm Beach,,FL,33406-7608,False,0
" ""WINDROSE HEALTH NETWORK, INC.""",14 Trafalgar Sq Trafalgar,"INC."" 14 Trafalgar Sq Trafalgar",IN,46181-9515,False,0
, NATIONAL JEWISH HEALTH 1400 Jackson St Denver,,CO,80206-2762,False,0
" ""MONTANA PRIMARY CARE ASSOCIATION, INCORPORATED""",1805 Euclid Avenue Helena,"INCORPORATED"" 1805 Euclid Avenue Helena",MT,59601-,False,0
" ""RURAL HEALTH GROUP, INC""",717 Old Farm Road South Roanoke Rapids,"INC"" 717 Old Farm Road South Roanoke Rapids",NC,27870-5032,False,0
" ""HEALTH POINT FAMILY CARE, INC.""",215 E 11th St Newport,"INC."" 215 E 11th St Newport",KY,41071-2203,False,0
, LAKELAND IMMEDIATE CARE CENTER 261 M 62 Cassopolis,,MI,49031-1034,False,0
, Mississippi Health Safe Net 6400 Lakeover Rd STE A Jackson,,MS,39213-8020,False,0
, Chemeketa Community College District 4000 Lancaster Dr NE Salem,,OR,97305-1500,False,0
" ""RIVERSIDE, COUNTY OF""",4065 County Circle Dr Riverside,"COUNTY OF"" 4065 County Circle Dr Riverside",CA,92503-3410,False,0
" HIGHLAND HEALTH PROVIDERS CORP ""1487 N High St, Ste 102""",,Hillsboro,OH,45133-8496,False,0
, CENTRAL OREGON COMMUNITY COLLEGE 2600 NW College Way Bend,,OR,97703-5933,False,0
, GEORGIA STATE UNIVERSITY RESEARCH FOUNDATION INC 58 Edgewood Ave NE FL 3 Atlanta,,GA,30303-2921,False,0
" ""LAS CLINICAS DEL NORTE, INCORPORATED"" State Road",571 El Rito,"INCORPORATED"" State Road 571 El Rito",NM,87530,False,0
, WINDING WATERS MEDICAL CLINIC 603 Medical Pkwy Enterprise,,OR,97828-5124,False,0
, BENTON COUNTY 530 NW 27th St Corvallis,,OR,97330-5223,False,0
, WASATCH HOMELESS HEALTH CARE INC 409 W 400 S Salt Lake City,,UT,84101-1135,False,0
, RITCHIE COUNTY PRIMARY CARE ASSOCIATION 135 S Penn Ave Harrisville,,WV,26362-1371,False,0
" ""ONTRACK, INC""",300 W Main St Medford,"INC"" 300 W Main St Medford",OR,97501-2756,False,0
" ""THE COOPER HEALTH SYSTEM, A NEW JERSEY NON-PROFIT CORPORATION""",1 Cooper Plz Camden,"A NEW JERSEY NON-PROFIT CORPORATION"" 1 Cooper Plz Camden",NJ,08103-1461,False,0
" ""TENNESSEE PRIMARY CARE ASSOCIATION, INC""",710 Spence Ln Nashville,"INC"" 710 Spence Ln Nashville",TN,37217-1144,False,0
, NEIGHBORHOOD HEALTH ASSOCIATION OF TOLEDO INC 313 Jefferson Ave Toledo,,OH,43604-1004,False,0
, AFFILIATED SERVICE PROVIDERS OF INDIANA INC 550 Congressional Blvd STE 120 Carmel,,IN,46032-5632,False,0
" EQUITAS HEALTH INC ""1105 Schrock Rd, Ste 400""",,Columbus,OH,43229-1174,False,0
" ""HEALTHFIRST FAMILY CARE CENTER, INC.""",387 Quarry Street Fall River,"INC."" 387 Quarry Street Fall River",MA,02723-1025,False,0
" ""ST. GABRIEL HEALTH CLINIC, INC""",5760 Monticello Dr Saint Gabriel,"INC"" 5760 Monticello Dr Saint Gabriel",LA,70776-4412,False,0
, HOSPITAL AUTHORITY OF JENKINS COUNTY 931 E Winthrope Ave Millen,,GA,30442-1830,False,0
" ""Axess Family Services, Inc."" ""705 Oakwood St, Ste 221""",,Ravenna,OH,44266-2196,False,0
" ""ALLIANT INTERNATIONAL UNIVERSITY, INC.""",10455 Pomerado Rd San Diego,"INC."" 10455 Pomerado Rd San Diego",CA,92131-1717,False,0
, VEGAS STRONGER 916 N Main St Las Vegas,,NV,89101-,False,0
, CLINCH RIVER HEALTH SERVICES INC 17633 Veterans Memorial Hwy Dungannon,,VA,24245-3929,False,0
, UNIVERSITY OF NEW ENGLAND 11 Hills Beach Rd Biddeford,,ME,04005-9599,False,0
, LINCOLN COUNTY AMBULANCE DISTRICT 1392 S 3rd St Troy,,MO,63379-2706,False,0
, COUNTY OF TILLAMOOK 201 Laurel Ave Tillamook,,OR,97141-2311,False,0
" ""IDAHO PRIMARY CARE ASSOCIATION, INCORPORATED"" ""1087 W River St, Suite 160""",,Boise,ID,83702-7024,False,0
" ""THE MGH INSTITUTE OF HEALTH PROFESSIONS, INC.""",36 First Avenue Charlestown,"INC."" 36 First Avenue Charlestown",MA,02129-4557,False,0
, TRIAD HEALTH SYSYEMS INC 441 US Highway 42 W Warsaw,,KY,41095-7513,False,0
, MANIILAQ ASSOCIATION 2nd Ave Kotzebue,,AK,99752-0079,False,0
" ""KEYSTONE RURAL HEALTH CONSORTIA, INC.""",90 E 2nd St Emporium,"INC."" 90 E 2nd St Emporium",PA,15834-1399,False,0
, ISABELLA CITIZENS FOR HEALTH 2790 Health Pkwy Mount Pleasant,,MI,48858-6934,False,0
" ""MAINE MOBILE HEALTH PROGRAM, INC.""",9 Green St STE 6G Augusta,"INC."" 9 Green St STE 6G Augusta",ME,04330-7451,False,0
, FRESNO COMMUNITY HOSPITAL & MEDICAL CENTER 290 N Wayte Ln Fresno,,CA,93701-2124,False,0
, IDAHO STATE UNIVERSITY 921 S 8th Ave Pocatello,,ID,83201,False,0
" ""UNIVERSITY PSYCHIATRIC PRACTICE, INC.""",462 Grider St FL 11 Buffalo,"INC."" 462 Grider St FL 11 Buffalo",NY,14215-3021,False,0
, PUYALLUP TRIBAL HEALTH AUTHORITY 2209 E 32nd St Tacoma,,WA,98404-4997,False,0
" BETHANY CHRISTIAN SERVICES OF WESTERN PENNSYLVANIA ""10521 Perry Hwy, Suite 200""",,Wexford,PA,15090-9517,False,0
" ""A+ FAMILY HEALTHCARE, LLC""",210 S Main St Brownsville,"LLC"" 210 S Main St Brownsville",KY,42210-9001,False,0
" ""Mosaic Health, Inc.""",1 S Washington St Rochester,"Inc."" 1 S Washington St Rochester",NY,14614-1111,False,0
" ""KLAMATH HEALTH PARTNERSHIP, INC.""", S 6th St Klamath Falls,"INC."" S 6th St Klamath Falls",OR,97601-3372,False,0
" ALIADOS HEALTH ""1310 Redwood Way, Suite 135""",,Petaluma,CA,94954-6514,False,0
" COMPREHENSIVE COMMUNITY ACTION INC ""311 Doric Ave, Ste 1""",,Cranston,RI,02910-2903,False,0
, CAPE FAMILY MEDICAL CLINIC LLC 24 N Sprigg St Cape Girardeau,,MO,63701-5526,False,0
, ELLIS COUNTY COALITION FOR HEALTH OPTIONS 572 Coleman St Waxahachie,,TX,75165-2837,False,0
" ""SCHENECTADY FAMILY HEALTH SERVICES, INC.""",1044 State St Schenectady,"INC."" 1044 State St Schenectady",NY,12307-1508,False,0
, CIRCLE HEALTH SERVICES 12201 Euclid Ave Cleveland,,OH,44106-4310,False,0
, INDIANA DEPARTMENT OF HEALTH 2 N Meridian St Indianapolis,,IN,46204-3021,False,0
" ""HIV/AIDS ALLIANCE FOR REGION TWO (HAART), INC.""",3949 North Blvd Baton Rouge,"INC."" 3949 North Blvd Baton Rouge",LA,70806-3827,False,0
, AIDS ACTION COALITION OF HUNTSVILLE 806 Governors Dr SW Huntsville,,AL,35801-5162,False,0
, University of Texas at Austin 110 Inner Campus Dr Austin,,TX,78712-1139,False,0
" OHIO SHARED INFORMATION SERVICES INC ""7870 E Kemper Rd, Ste 330""",,Cincinnati,OH,45249-1675,False,0
, THE NALOXONE PROJECT 742 Joseph Cir Golden,,CO,80403-2348,False,0
, PACIFIC UNIVERSITY College Way Forest Grove,,OR,97116-1756,False,0
" ""ALASKA PRIMARY CARE ASSOCIATION, INC."" ""3111 C St, Ste 500""",,Anchorage,AK,99503-3973,False,0
" ""AIDS Outreach Center, Inc."" ""400 N Beach St, Suite 100"" Fort",,Worth,TX,76111-7070,False,0
" EASTERN ALEUTIAN TRIBES INC ""3380 C St, Ste 100""",,Anchorage,AK,99503-3949,False,0
, SPALDING UNIVERSITY INC. 845 S 3rd St Louisville,,KY,40203-2213,False,0
, SHELBY COUNTY GOVERNMENT 160 N Main St STE 800 Memphis,,TN,38103-1866,False,0
, ALAMEDA HEALTH SYSTEM 1411 E 31st St Oakland,,CA,94602-1092,False,0
" ""Housing Works Health Services III, Inc.""",2640 Pitkin Ave Brooklyn,"Inc."" 2640 Pitkin Ave Brooklyn",NY,11208-2763,False,0
, CALIFORNIA PRIMARY CARE ASSOCIATION 1231 I St STE 400 Sacramento,,CA,95814-2933,False,0
" ""Macoupin, County of""",205 Oakland Ave Carlinville,"County of"" 205 Oakland Ave Carlinville",IL,62626-,False,0
, CAPSTONE HEALTH 5947 Highway 269 Parrish,,AL,35580-3847,False,0
" ""ATLANTICARE HEALTH SERVICES, INC""",2500 English Creek Ave STE 501 Egg Harbor Township,"INC"" 2500 English Creek Ave STE 501 Egg Harbor Township",NJ,08234-5549,False,0
, LOWER LIGHTS CHRISTIAN HEALTH 1160 W Broad St Columbus,,OH,43222-1352,False,0
, University Of Pittsburgh Physicians 200 Lothrop St Pittsburgh,,PA,15213-2582,False,0
, TYLER FAMILY CIRCLE OF CARE 523 S Fannin Ave Tyler,,TX,75702-8204,False,0
, SHARE OUR SELVES CORPORATION 1550 Superior Ave Costa Mesa,,CA,92627-3653,False,0
" ""TRIANGLE AREA NETWORK, INC""",1495 N 7th St Beaumont,"INC"" 1495 N 7th St Beaumont",TX,77702-1345,False,0
" INDIANA PRIMARY HEALTH CARE ASSOCIATION INC ""150 W Market St, Ste 520""",,Indianapolis,IN,46204-2879,False,0
" ""TRILLIUM HEALTH, INC.""",259 Monroe Ave Rochester,"INC."" 259 Monroe Ave Rochester",NY,14607-3632,False,0
" ""HURTT FAMILY HEALTH CLINIC, INC.""",1 Hope Dr Tustin,"INC."" 1 Hope Dr Tustin",CA,92782-0221,False,0
, UNCOMPAHGRE COMBINED CLINICS 1350 S Aspen St Norwood,,CO,81423,False,0
" ""HEALTH EDUCATION, ASSESSMENT AND LEADERSHIP, INC. (""""H.E.A.L., INC."""")"" ""2600 Martin Luther King Jr Dr SW, Ste 100""",,Atlanta,GA,30311-1636,False,0
, MOBILE COUNTY BOARD OF HEALTH 251 N Bayou St Mobile,,AL,36603-1699,False,0
, CENTRAL SUSQUEHANNA INTERMEDIATE UNIT 90 Lawton Ln Milton,,PA,17847-9756,False,0
, TROY UNIVERSITY 600 University Ave Troy,,AL,36081,False,0
, SOUTHERN UTAH UNIVERSITY 351 W University Blvd Cedar City,,UT,84720,False,0
, COASTLANDS MINISTRIES 5368 Nc Highway 16 S Moravian Falls,,NC,28654-9586,False,0
, ILLINOIS PUBLIC HEALTH ASSOCIATION 500 W Monroe St STE 1E Springfield,,IL,62704-,False,0
" ""Staten Island Performing Provider System, LLC"" ""1 Edgewater St, Suite 700"" Staten",,Island,NY,10305-4902,False,0
" ""St. Claire Medical Center, Inc.""",222 Medical Cir Morehead,"Inc."" 222 Medical Cir Morehead",KY,40351-1179,False,0
, EL SOL NEIGHBORHOOD EDUCATIONAL CENTER 1535 S D St San Bernardino,,CA,92408-3253,False,0
, RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK 31-10 Thomson Ave Long Island City,,NY,11101,False,0
, RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK 500 Grand Concourse # B463 Bronx,,NY,10451-5323,False,0
, University of Hawaii Systems 4303 Diamond Head Rd Honolulu,,HI,96816-4496,False,0
, VANDERBILT UNIVERSITY 110 21st Ave S Nashville,,TN,37203-2416,False,0
, DETROIT RECOVERY PROJECT 1121 E McNichols Rd Detroit,,MI,48203-2890,False,0
, SINAI HEALTH SYSTEM 1500 S Fairfield Ave Chicago,,IL,60608-1782,False,0
, THE UNIVERSITY OF TEXAS HEALTH SCIENCE CENTER AT TYLER 11937 US Highway 271 Tyler,,TX,75708-3154,False,0
, FISH RIVER RURAL HEALTH 10 Carter St Eagle Lake,,ME,04739-3060,False,0
" ""NORTHEAST MISSISSIPPI HEALTH CARE, INC.""",12 E Brunswick St Byhalia,"INC."" 12 E Brunswick St Byhalia",MS,38611-7000,False,0
, VITERBO UNIVERSITY INC 900 Viterbo Dr La Crosse,,WI,54601-8804,False,0
" ""SIGNATURE HEALTH, INC""",7232 Justin Way Mentor,"INC"" 7232 Justin Way Mentor",OH,44060-4881,False,0
" ""QUALITY OF LIFE HEALTH SERVICES, INC.""",1411 Piedmont Cutoff Gadsden,"INC."" 1411 Piedmont Cutoff Gadsden",AL,35903-2708,False,0
" ""COMMUNITY CHILD GUIDANCE CLINIC, INC.""",317 N Main St Manchester,"INC."" 317 N Main St Manchester",CT,06042-,False,0
, LITTLE RIVER MEDICAL CENTER INC 4303 Live Oak Dr Little River,,SC,29566-9138,False,0
, CENTER FOR ADDICTION TREATMENT 830 Ezzard Charles Dr Cincinnati,,OH,45214-2595,False,0
, ALASKA ADDICTION REHABILITATION SERVICES 26731 W Point Mackenzie Road Wasilla,,AK,99623-8709,False,0
" CITY OF PHILADELPHIA ""1101 Market St, Suite 11""",,Philadelphia,PA,19107-2911,False,0
, EAST CENTRAL MISSISSIPPI HEALTH NETWORK INC 905 S Frontage Rd Meridian,,MS,39301-6113,False,0
, COUNTY OF CLACKAMAS Kaen Rd Oregon City,,OR,97045-4035,False,0
" ""1ST CHOICE HEALTHCARE, INC.""",1300 Creason Rd Corning,"INC."" 1300 Creason Rd Corning",AR,72422-1716,False,0
, VALLEY CONSORTIUM FOR MEDICAL EDUCATION 1400 Florida Ave STE 102 Modesto,,CA,95350-4446,False,0
, HEALTH FIRST BLUEGRASS 453 Southland Dr Lexington,,KY,40503-1826,False,0
" LA CLINICA DE FAMILIA INC ""385 Calle de Alegra, Suite A"" Las",,Cruces,NM,88005-3423,False,0
, MAINLINE HEALTH SYSTEMS INC 342 Highway 425 S Monticello,,AR,71655-4612,False,0
, CITY & COUNTY OF SAN FRANCISCO 101 Grove St San Francisco,,CA,94102-4593,False,0
, BAY MILLS INDIAN COMMUNITY 12140 W Lakeshore Dr Brimley,,MI,49715-9319,False,0
" ""NORTHWEST COMMUNITY ACTION PROGRAMS OF WYOMING, INC.""",500 15 Mile Rd Worland,"INC."" 500 15 Mile Rd Worland",WY,82401-9706,False,0
" ""CITY OF JACKSONVILLE, FLORIDA""",117 W Duval St Jacksonville,"FLORIDA"" 117 W Duval St Jacksonville",FL,32202-3700,False,0
" ""UNITED COMMUNITY AND FAMILY SERVICES, INC.""",34 E Town St Norwich,"INC."" 34 E Town St Norwich",CT,06360-2317,False,0
" CENTER FOR FAMILY HEALTH & EDUCATION INC. ""8727 Van Nuys Blvd, Ste 201"" Panorama",,City,CA,91402-2483,False,0
" ""ODYSSEY HOUSE LOUISIANA, INC.""",1125 N Tonti St New Orleans,"INC."" 1125 N Tonti St New Orleans",LA,70119-3598,False,0
" ""REGIONAL HEALTH CARE CLINIC, INC.""",821 Westwood Dr Sedalia,"INC."" 821 Westwood Dr Sedalia",MO,65301-2102,False,0
" ""LA CLINICA TEPEYAC, INC.""",4725 High St Denver,"INC."" 4725 High St Denver",CO,80216-2220,False,0
, HEALTHCARE CONNECTION INC 1401 Steffen Ave Cincinnati,,OH,45215-2338,False,0
" ""HUNTSVILLE COMMUNITY HOSPITAL, INC.""",110 Memorial Hospital Dr Huntsville,"INC."" 110 Memorial Hospital Dr Huntsville",TX,77340-4940,False,0
, BATON ROUGE CITY OF OFFICE OF THE TREASURER 222 Saint Louis St Baton Rouge,,LA,70802-5817,False,0
, COUNTY OF WHITESIDE 1300 W 2nd St Rock Falls,,IL,61071-1005,False,0
, NORTH CENTRAL MISSOURI COLLEGE 1301 Main St Trenton,,MO,64683-1824,False,0
, RESOURCE CENTER OF DALLAS INC 5750 Cedar Springs Rd Dallas,,TX,75235-6802,False,0
" SOUTHEAST ALASKA REGIONAL HEALTH CONSORTIUM ""3100 Channel Dr, Ste 300""",,Juneau,AK,99801-7837,False,0
" ""DAYSPRING HEALTH, INC""",107 S Main St Jellico,"INC"" 107 S Main St Jellico",TN,37762-2154,False,0
" ""Jackson Hospital & Clinic, Inc.""",1725 Pine St Montgomery,"Inc."" 1725 Pine St Montgomery",AL,36106-1117,False,0
, LAKEWOOD RESOURCE & REFERRAL CENTER 212 2nd St STE 204 Lakewood,,NJ,08701-3425,False,0
, ALCONA CITIZENS FOR HEALTH INC 1035 W Washington Ave Alpena,,MI,49707-2929,False,0
" ""GRACE HEALTH, INC""",181 Emmett St W Battle Creek,"INC"" 181 Emmett St W Battle Creek",MI,49037-2963,False,0
" ""HEALTHFIRST FAMILY CARE CENTER, INC.""",841 Central St Franklin,"INC."" 841 Central St Franklin",NH,03235-,False,0
, UNIVERSITY OF ARIZONA 845 N Park Ave RM 538 Tucson,,AZ,85719-4871,False,0
" ""OH MUHLENBERG, LLC""",440 Hopkinsville St Greenville,"LLC"" 440 Hopkinsville St Greenville",KY,42345-1124,False,0
, HEALTH CHOICE NETWORK INC 9064 Nw 13Th Ter Doral,,FL,33172-2907,False,0
" ""GREATER BADEN MEDICAL SERVICES, INC.""",7450 Albert Road Brandywine,"INC."" 7450 Albert Road Brandywine",MD,20613-3035,False,0
, MISSISSIPPI STATE UNIVERSITY 245 Barr Ave Starkville,,MS,39759,False,0
, SOUTHEAST ALABAMA RURAL HEALTH ASSOCIATE 1414 Elba Hwy Troy,,AL,36079-6020,False,0
" ""I Ola Lahui, Inc."" ""1441 Kapiolani Blvd, Ste 1802""",,Honolulu,HI,96814-4408,False,0
, Christopher Greater Area Rural Health Planning Corporation 4241 State Highway 14 Christopher,,IL,62822-1037,False,0
" ""Barrio Comprehensive Family Health Care Center, Inc.""",3066 E Commerce St San Antonio,"Inc."" 3066 E Commerce St San Antonio",TX,78220-1013,False,0
, REYNOLDS MEMORIAL HOSPITAL INC 800 Wheeling Ave Glen Dale,,WV,26038-1660,False,0
" CEDAR-RIVERSIDE PEOPLES CENTER ""425 20th Ave S, Floor 1""",,Minneapolis,MN,55454-4420,False,0
, THE WRIGHT INSTITUTE 2728 Durant Ave Berkeley,,CA,94704-1725,False,0
, DREXEL UNIVERSITY 3141 Chestnut St Philadelphia,,PA,19104-2816,False,0
" ""RURAL HEALTH CARE, INC."" ""202 Island Dr, Ste 1"" Fort",,Pierre,SD,57532-7303,False,0
" ""THE BROAD TOP AREA MEDICAL CENTER, INC.""",4133 Medical Center Dr Broad Top,"INC."" 4133 Medical Center Dr Broad Top",PA,16621-9001,False,0
, ALVEOLI CORP 5000 Waterdam Plaza Dr STE 180 Canonsburg,,PA,15317-5412,False,0
, ST GEORGE MEDICAL CLINIC INC. 8591 Holly Meadows Rd Parsons,,WV,26287-8604,False,0
" ""MISSION CITY COMMUNITY NETWORK, INC""",8527 Sepulveda Blvd North Hills,"INC"" 8527 Sepulveda Blvd North Hills",CA,91343-5824,False,0
, BUTTERLY RAIN NEW BEGINNINGS INC 22258 Coffee Hollow Rd Tahlequah,,OK,74464-8006,False,0
, CHEROKEE NATION 17675 S Muskogee Ave Tahlequah,,OK,74464-5492,False,0
" ""Tulip Tree Health Services of Gibson County, Inc.""",123 N McCreary St Fort Branch,"Inc."" 123 N McCreary St Fort Branch",IN,47648-1313,False,0
, The Health Federation of Philadelphia 123 S Broad St STE 650 Philadelphia,,PA,19109-1013,False,0
, CONFEDERATED TRIBES OF GRAND RONDE 9615 Grand Ronde Rd Grand Ronde,,OR,97347-9712,False,0
, IOWA TRIBE OF OKLAHOMA 335588 E 750 Rd Perkins,,OK,74059,False,0
, BOARD OF TRUSTEES OF SOUTHERN ILLINOIS UNIVERSITY 900 S Normal Ave Carbondale,,IL,62901,False,0
, HEALTH ACCESS FOR ALL INC. W 7th St STE 2A Los Angeles,,CA,90057-4103,False,0
, SOUTHWEST WASHINGTON REGIONAL HEALTH ALLIANCE 311 W 11th St Vancouver,,WA,98660-3145,False,0
" ""CHESPENN HEALTH SERVICES, INC""",1510 Chester Pike STE 200 Crum Lynne,"INC"" 1510 Chester Pike STE 200 Crum Lynne",PA,19022-1377,False,0
, UNIVERSITY OF MISSOURI SYSTEM University Ave Columbia,,MO,65211-3005,False,0
" ""Community Action Agency Of Columbiana County, Inc.""",7880 Lincole Pl Lisbon,"Inc."" 7880 Lincole Pl Lisbon",OH,44432-8324,False,0
" ""UNIVERSITY OF KANSAS MEDICAL CENTER RESEARCH INSTITUTE, INC.""",3901 Rainbow Blvd Kansas City,"INC."" 3901 Rainbow Blvd Kansas City",KS,66160-8500,False,0
, BOARD OF TRUSTEES OF COMMUNITY COLLEGE DISTRICT # 508 6301 South Halsted Street Chicago,,IL,60621-2709,False,0
, ABOUNDING PROSPERITY INCORPORATED 2311 Martin Luther King Jr Blvd Dallas,,TX,75215-2302,False,0
, The Research Foundation for The State University of New York 35 State St Albany,,NY,12207-2826,False,0
, POSITIVELY U INC 340 1st St S Winter Haven,,FL,33880-3501,False,0
, UNIVERSITY OF MEMPHIS 115 JOHN WILDER TOWER Memphis,,TN,38152,False,0
, WINTERS HEALTHCARE FOUNDATION INC 172 E Grant Ave Winters,,CA,95694-1780,False,0
" ""EASTERN SHORE RURAL HEALTH SYSTEM, INCORPORATED""",20280 Market St Onancock,"INCORPORATED"" 20280 Market St Onancock",VA,23417-1331,False,0
" ""VIRGINIA PRIMARY CARE ASSOCIATION, INC.""",3831 Westerre Pkwy Henrico,"INC."" 3831 Westerre Pkwy Henrico",VA,23233-1330,False,0
" ""ENTERPRISE VALLEY MEDICAL CLINIC, INC""",223 S 200 E Enterprise,"INC"" 223 S 200 E Enterprise",UT,84725,False,0
" ""MILWAUKEE HEALTH SERVICES, INC.""",2555 N Dr Martin Luther King Jr Dr Milwaukee,"INC."" 2555 N Dr Martin Luther King Jr Dr Milwaukee",WI,53212-2709,False,0
, UNIVERSITY OF SOUTH ALABAMA 307 N University Blvd Mobile,,AL,36688-0002,False,0
, CARESTL HEALTH 5471 Dr Martin Luther King Dr Saint Louis,,MO,63112-4265,False,0
, CHANGE INC 3158 West St Weirton,,WV,26062-4697,False,0
" ""HEALTH WEST, INC"" ""500 S 11th Ave, Ste 400""",,Pocatello,ID,83201-4880,False,0
, River Valley Primary Care Services 9755 W State Highway 22 Ratcliff,,AR,72951-9000,False,0
, CROSS TIMBERS HEALTH CLINICS INC 1100 W Reynosa Ave De Leon,,TX,76444-1630,False,0
